CustomerID,Recency,Frequency,Monetary,Cluster
12464.0,32,15,544.8499999999999,0
12465.0,1,26,440.94,0
12468.0,19,38,729.5400000000001,0
12471.0,42,179,8397.32,0
12472.0,11,206,4315.5,0
12473.0,23,35,672.1899999999999,0
12474.0,3,176,3146.89,0
12476.0,49,85,2445.1,0
12477.0,71,109,4576.97,0
12480.0,99,77,1587.27,1
12481.0,11,157,4101.76,0
12483.0,15,39,1314.6100000000001,0
12484.0,8,159,2276.66,0
12489.0,168,15,334.93,1
12490.0,4,80,1679.78,0
12493.0,29,12,232.5,0
12494.0,28,41,715.64,0
12500.0,98,18,1210.2,1
12501.0,168,149,2169.39,1
12502.0,49,77,1842.65,0
12506.0,64,23,73.5,0
12507.0,130,13,446.16,1
12509.0,116,7,176.5,1
12510.0,157,29,681.05,1
12514.0,98,51,1017.68,1
12515.0,184,16,383.7,1
12516.0,12,13,583.2,0
12517.0,22,134,766.95,0
12520.0,36,102,1697.56,0
12523.0,84,32,500.19,0
12524.0,36,104,2833.38,0
12527.0,126,15,284.92,1
12528.0,108,44,771.66,1
12530.0,65,27,805.0,0
12535.0,18,18,371.45,0
12539.0,93,230,4517.69,0
12540.0,17,208,6502.5199999999995,0
12541.0,4,28,536.14,0
12545.0,91,34,628.15,1
12547.0,29,8,207.79999999999998,0
12551.0,189,10,168.0,1
12553.0,36,97,1734.62,0
12557.0,87,14,4854.62,0
12559.0,142,21,561.71,1
12561.0,134,16,238.85,1
12562.0,8,49,955.23,0
12564.0,93,21,456.9,1
12565.0,120,9,145.92,1
12567.0,11,276,6107.1,0
12569.0,15,49,1306.46,0
12573.0,58,28,160.54000000000002,0
12574.0,147,11,218.45,1
12576.0,50,30,421.65,0
12577.0,190,67,195.89,1
12578.0,161,70,1608.66,1
12580.0,78,24,415.7,0
12582.0,70,22,511.36,0
12583.0,3,121,3659.87,0
12584.0,17,27,622.74,0
12585.0,66,87,2040.1,0
12590.0,43,68,9864.26,0
12591.0,149,26,452.84999999999997,1
12592.0,45,9,231.8,0
12593.0,50,11,236.0,0
12594.0,15,71,1807.95,0
12596.0,74,15,269.95,0
12597.0,14,78,1428.81,0
12598.0,52,47,1285.74,0
12599.0,40,29,463.86,0
12600.0,35,31,1315.96,0
12601.0,21,28,577.0600000000001,0
12604.0,93,10,178.5,1
12609.0,17,43,800.73,0
12613.0,29,74,1462.52,0
12614.0,109,20,315.6,1
12616.0,129,11,255.6,1
12619.0,66,12,631.66,0
12620.0,36,33,561.66,0
12621.0,8,237,8039.17,0
12622.0,63,11,180.1,0
12623.0,108,18,305.1,1
12624.0,9,19,299.94,0
12625.0,43,86,2683.82,0
12626.0,148,59,1274.1,1
12633.0,28,72,1729.55,0
12637.0,71,147,2391.75,0
12639.0,70,22,486.1,0
12643.0,4,16,2142.42,0
12645.0,51,36,798.9,0
12647.0,31,72,2302.31,0
12649.0,44,17,375.0,0
12651.0,166,9,114.0,1
12652.0,163,48,919.98,1
12653.0,128,16,779.1,1
12654.0,29,22,337.75,0
12656.0,35,32,1659.6,0
12662.0,19,108,1838.08,0
12664.0,64,9,1303.5800000000002,0
12665.0,156,3,63.0,1
12668.0,91,123,2924.4700000000003,0
12669.0,80,70,2272.6,0
12670.0,31,35,1026.3899999999999,0
12672.0,161,10,225.89999999999998,1
12673.0,158,23,220.9,1
12674.0,2,37,976.8,0
12676.0,21,24,828.95,0
12678.0,19,72,5891.36,0
12679.0,37,44,906.38,0
12681.0,19,411,8754.84,0
12682.0,9,263,6062.38,0
12683.0,16,199,5086.93,0
12684.0,2,58,1379.48,0
12686.0,203,7,89.14,1
12690.0,37,16,389.01,0
12691.0,149,15,406.2,1
12693.0,43,32,630.77,0
12694.0,14,20,439.5,0
12695.0,42,6,89.25,0
12700.0,46,62,1092.43,0
12701.0,74,21,337.08,0
12704.0,1,13,329.56,0
12705.0,33,146,3164.1,0
12707.0,123,33,603.42,1
12708.0,11,98,1627.94,0
12709.0,22,99,5153.13,0
12710.0,33,44,718.96,0
12712.0,13,91,2894.88,0
12714.0,11,122,2275.18,0
12717.0,77,31,609.74,0
12720.0,1,171,2618.7,0
12721.0,14,102,1698.91,0
12724.0,5,18,280.36,0
12725.0,202,24,427.8,1
12726.0,16,67,1467.32,0
12727.0,18,109,2800.4,0
12728.0,89,33,617.31,1
12731.0,7,147,9589.67,0
12732.0,11,12,236.26000000000002,0
12733.0,65,22,383.95,0
12734.0,184,4,110.39999999999999,1
12735.0,147,43,779.5699999999999,1
12736.0,164,4,234.0,1
12738.0,203,11,155.35,1
12744.0,80,113,10262.65,0
12747.0,30,55,2091.4,0
12748.0,1,1573,11220.67,3
12749.0,45,43,859.1,0
12753.0,80,129,12940.51,0
12754.0,67,63,3010.74,0
12755.0,112,4,3811.95,1
12757.0,17,94,4445.43,0
12758.0,108,56,1570.19,1
12759.0,3,66,1082.52,0
12763.0,200,16,320.08,1
12764.0,148,45,1693.88,1
12766.0,72,187,4015.71,0
12769.0,70,32,1143.6,0
12770.0,42,12,1351.45,0
12775.0,21,52,1164.68,0
12778.0,14,31,492.06,0
12779.0,21,104,2999.41,0
12781.0,116,15,549.26,1
12782.0,85,68,1562.95,0
12785.0,196,14,311.95,1
12787.0,24,8,158.1,0
12790.0,24,21,324.92,0
12791.0,205,2,192.60000000000002,1
12792.0,88,25,400.53999999999996,1
12793.0,166,24,545.48,1
12797.0,197,13,254.03,1
12798.0,2,6,1607.04,0
12802.0,18,25,427.58,0
12808.0,16,16,281.35,0
12809.0,9,25,489.31,0
12811.0,92,31,514.85,1
12815.0,30,31,615.36,0
12816.0,8,15,318.65000000000003,0
12817.0,112,4,166.04,1
12818.0,93,14,1542.08,1
12820.0,158,11,170.46,1
12821.0,45,6,92.72,0
12823.0,86,3,994.5,1
12826.0,10,56,818.62,0
12829.0,168,11,293.0,1
12830.0,3,13,2221.84,0
12831.0,94,9,215.05,1
12834.0,114,18,312.38,1
12836.0,51,101,1661.4,0
12837.0,4,12,134.1,0
12838.0,205,59,390.79,1
12839.0,15,100,1700.37,0
12840.0,14,90,2150.77,0
12841.0,12,228,2160.9900000000002,0
12842.0,140,14,310.73,1
12843.0,9,89,1377.61,0
12845.0,99,27,354.09,1
12849.0,100,36,704.5,1
12852.0,126,17,311.55,1
12853.0,71,42,885.0,0
12854.0,73,76,810.37,0
12855.0,204,3,38.1,1
12857.0,42,46,1106.4,0
12866.0,115,26,559.12,1
12867.0,45,265,1738.54,0
12868.0,17,107,1607.0600000000002,0
12871.0,39,4,132.0,0
12872.0,158,66,599.97,1
12873.0,114,4,374.0,1
12875.0,194,1,293.76000000000005,1
12876.0,28,34,726.43,0
12877.0,9,60,958.83,0
12878.0,68,47,854.99,0
12881.0,107,7,298.0,1
12886.0,51,47,775.0,0
12888.0,45,5,354.12,0
12891.0,17,3,331.0,0
12897.0,36,4,216.5,0
12901.0,2,61,9298.460000000001,0
12902.0,96,10,138.68,1
12904.0,4,32,244.69,0
12908.0,7,2,750.0,0
12909.0,33,65,1528.37,0
12910.0,29,30,1142.5,0
12913.0,114,15,866.39,1
12915.0,204,13,199.65,1
12916.0,33,81,2312.78,0
12919.0,1,10,206.2,0
12921.0,16,299,6071.32,0
12924.0,30,15,655.27,0
12928.0,73,38,780.04,0
12929.0,143,8,117.85,1
12930.0,3,14,221.56,0
12931.0,35,14,3920.7,0
12933.0,2,49,357.49,0
12935.0,35,53,866.23,0
12937.0,29,28,428.23,0
12939.0,104,26,7228.32,1
12942.0,29,24,396.52000000000004,0
12944.0,186,14,286.95,1
12945.0,120,23,462.95,1
12947.0,13,83,1379.69,0
12948.0,46,53,886.26,0
12949.0,38,115,2250.7,0
12951.0,5,45,751.78,0
12955.0,35,34,697.42,0
12956.0,137,19,108.07,1
12957.0,18,108,1715.29,0
12963.0,197,16,365.8,1
12967.0,189,19,1660.9,1
12970.0,154,8,23.8,1
12971.0,3,152,5154.74,0
12974.0,29,8,144.8,0
12976.0,43,22,738.6,0
12980.0,8,19,6536.1,0
12982.0,74,28,390.54,0
12987.0,29,14,304.3,0
12988.0,124,92,535.32,1
12989.0,32,21,3327.94,0
12990.0,17,7,263.9,0
12993.0,39,12,175.29999999999998,0
12994.0,100,22,352.6,1
12997.0,68,33,608.47,0
12999.0,28,28,455.88,0
13000.0,91,30,458.53000000000003,1
13001.0,16,276,7845.35,0
13002.0,150,7,120.94999999999999,1
13003.0,46,4,59.050000000000004,0
13004.0,8,199,2776.82,0
13005.0,5,26,513.7,0
13008.0,155,14,229.46999999999997,1
13011.0,203,3,50.550000000000004,1
13012.0,45,35,707.39,0
13013.0,44,107,2372.29,0
13014.0,1,50,1788.78,0
13015.0,28,88,1763.04,0
13018.0,11,247,3852.9,0
13021.0,47,39,765.0,0
13026.0,52,6,243.71999999999997,0
13027.0,65,15,3840.0,0
13029.0,185,1,382.5,1
13030.0,200,60,427.74,1
13033.0,189,11,190.55,1
13034.0,201,11,165.86,1
13035.0,92,12,333.0,1
13037.0,50,33,577.32,0
13038.0,15,22,591.76,0
13043.0,105,13,516.42,1
13044.0,123,33,560.47,1
13046.0,97,14,197.72,1
13047.0,5,114,2234.08,0
13048.0,70,77,939.92,0
13049.0,149,7,153.78,1
13050.0,17,263,3459.13,0
13052.0,44,18,348.15000000000003,0
13055.0,45,22,344.86,0
13059.0,81,8,183.4,0
13060.0,85,15,307.53,1
13062.0,23,11,346.98,0
13064.0,159,9,203.3,1
13065.0,204,14,205.86,1
13068.0,151,1,165.0,1
13069.0,12,294,2909.93,0
13070.0,24,9,228.8,0
13072.0,98,7,177.15,1
13077.0,121,63,577.44,1
13078.0,12,177,4769.4,0
13080.0,11,6,58.08,0
13081.0,49,574,14463.51,0
13082.0,8,62,2245.53,0
13085.0,127,13,278.1,1
13089.0,2,1038,31687.920000000002,3
13090.0,7,61,3943.62,0
13092.0,43,21,439.75,0
13093.0,107,159,7832.47,0
13094.0,23,15,1093.0800000000002,0
13097.0,5,267,4001.86,0
13098.0,1,243,9574.22,0
13101.0,66,8,101.19,0
13102.0,5,202,4005.6,0
13104.0,99,3,213.72,1
13107.0,7,36,935.22,0
13108.0,204,10,350.06,1
13110.0,88,79,732.49,0
13113.0,7,146,9456.24,0
13115.0,15,55,878.55,0
13117.0,49,59,751.37,0
13118.0,40,48,799.7,0
13120.0,70,1,30.599999999999998,0
13121.0,100,50,283.73,1
13122.0,72,54,903.67,0
13124.0,84,150,2574.12,0
13126.0,84,66,1077.42,0
13131.0,19,14,324.9,0
13132.0,93,3,77.3,1
13133.0,105,7,109.8,1
13134.0,15,46,885.74,0
13135.0,28,1,3096.0,0
13136.0,44,30,574.46,0
13137.0,84,175,863.84,0
13138.0,72,26,386.85,0
13139.0,46,34,1170.02,0
13140.0,198,16,159.51,1
13141.0,45,89,1401.03,0
13144.0,164,3,110.95,1
13145.0,203,1,295.0,1
13148.0,64,163,1798.33,0
13149.0,121,18,376.74,1
13151.0,127,74,1257.8700000000001,1
13155.0,158,63,569.2,1
13157.0,73,25,497.94,0
13158.0,150,19,256.40999999999997,1
13161.0,145,8,112.75,1
13162.0,15,60,1305.44,0
13165.0,183,13,354.64,1
13166.0,115,41,417.2,1
13168.0,31,112,972.66,0
13169.0,84,6,505.2,1
13171.0,131,23,140.35,1
13173.0,199,23,165.94,1
13174.0,147,242,2108.27,1
13178.0,3,161,3310.93,0
13183.0,40,37,1527.0800000000002,0
13184.0,16,95,919.97,0
13185.0,99,1,71.4,1
13187.0,168,37,236.02,1
13192.0,37,33,464.32,0
13196.0,94,34,512.13,1
13198.0,81,143,2087.75,0
13199.0,4,54,4165.56,0
13203.0,74,10,165.71,0
13208.0,38,94,700.21,0
13209.0,59,146,2362.44,0
13211.0,192,2,110.7,1
13213.0,14,33,551.53,0
13216.0,99,5,333.74,1
13220.0,17,17,726.49,0
13221.0,71,66,847.41,0
13223.0,32,5,163.20000000000002,0
13225.0,28,19,3741.88,0
13226.0,105,16,108.21000000000001,1
13227.0,33,9,257.7,0
13229.0,57,10,160.95,0
13230.0,33,364,1799.48,0
13232.0,12,132,878.45,0
13233.0,168,17,304.24,1
13235.0,43,58,1031.07,0
13238.0,192,5,91.15,1
13239.0,93,21,329.56,1
13240.0,4,52,553.61,0
13242.0,45,5,104.0,0
13243.0,35,58,600.07,0
13246.0,8,115,1860.99,0
13248.0,21,21,387.46999999999997,0
13249.0,93,2,291.84000000000003,1
13253.0,170,16,476.48,1
13255.0,205,6,225.7,1
13258.0,37,15,224.62,0
13261.0,100,9,944.1,1
13262.0,95,11,200.29,1
13263.0,8,877,3790.35,3
13265.0,15,62,1465.66,0
13266.0,17,86,1826.43,0
13267.0,31,102,2210.14,0
13268.0,1,300,2150.25,0
13269.0,11,179,2360.67,0
13270.0,198,1,590.0,1
13280.0,147,78,699.36,1
13282.0,52,14,344.70000000000005,0
13283.0,17,2,25.5,0
13284.0,162,13,201.19,1
13285.0,58,82,1173.27,0
13292.0,116,14,249.57,1
13294.0,21,54,873.74,0
13295.0,191,10,201.20000000000002,1
13299.0,100,5,142.5,1
13300.0,1,20,371.89,0
13301.0,54,41,327.77,0
13304.0,183,21,300.42,1
13305.0,77,25,640.25,0
13308.0,35,26,814.95,0
13309.0,38,47,546.64,0
13310.0,38,52,817.65,0
13313.0,47,31,609.74,0
13316.0,86,11,1622.48,1
13317.0,30,68,1313.98,0
13319.0,1,264,5583.4400000000005,0
13320.0,45,36,508.61,0
13324.0,35,39,3798.99,0
13327.0,17,65,1872.3500000000001,0
13328.0,148,17,1308.48,1
13329.0,198,7,304.2,1
13330.0,17,27,728.22,0
13334.0,22,215,2731.84,0
13339.0,32,54,860.12,0
13340.0,108,51,3678.03,1
13341.0,92,42,775.85,1
13343.0,9,19,353.43,0
13344.0,109,68,1656.15,1
13345.0,119,20,389.5,1
13357.0,89,90,609.95,0
13358.0,100,29,439.03,1
13362.0,77,93,1581.53,0
13365.0,49,39,700.6,0
13368.0,88,29,623.4,1
13369.0,197,14,308.28000000000003,1
13370.0,203,39,754.87,1
13373.0,108,50,987.7,1
13376.0,35,39,770.0,0
13381.0,38,51,1071.35,0
13382.0,112,15,222.99,1
13384.0,10,54,1172.6,0
13385.0,161,35,534.57,1
13389.0,64,18,257.89,0
13391.0,35,1,59.8,0
13394.0,46,56,935.33,0
13395.0,17,21,307.72,0
13396.0,151,15,387.27000000000004,1
13397.0,14,27,980.47,0
13398.0,24,26,457.34,0
13402.0,203,17,308.28000000000003,1
13404.0,44,9,217.81,0
13405.0,35,25,557.45,0
13408.0,10,211,12167.37,0
13410.0,18,15,545.04,0
13414.0,128,1,390.0,1
13417.0,36,10,236.0,0
13418.0,36,159,3340.6,0
13420.0,2,4,55.8,0
13421.0,121,64,825.04,1
13425.0,126,27,401.57,1
13426.0,14,83,1558.68,0
13427.0,46,9,214.5,0
13435.0,20,21,443.72,0
13437.0,1,93,1661.73,0
13439.0,87,54,283.71,1
13448.0,50,71,1423.26,0
13450.0,36,21,678.54,0
13451.0,42,252,1652.3799999999999,0
13452.0,91,2,590.0,1
13453.0,121,8,185.0,1
13455.0,198,30,692.94,1
13456.0,7,20,425.06,0
13458.0,1,239,6560.86,0
13462.0,84,9,151.5,1
13466.0,15,17,307.9,0
13468.0,11,193,3693.84,0
13473.0,164,12,241.26,1
13474.0,68,64,229.59,0
13475.0,23,86,1431.78,0
13476.0,10,58,1238.47,0
13477.0,2,41,765.79,0
13479.0,32,15,300.95,0
13481.0,24,60,978.99,0
13482.0,63,11,184.64,0
13484.0,72,8,313.8,0
13485.0,65,23,454.24,0
13487.0,44,24,408.8,0
13488.0,28,247,5530.43,0
13489.0,121,7,235.68,1
13491.0,79,72,1031.63,0
13492.0,46,15,315.3,0
13493.0,106,8,618.63,1
13494.0,143,18,316.26000000000005,1
13495.0,64,28,1072.43,0
13496.0,191,26,501.01,1
13497.0,114,19,348.05,1
13499.0,57,21,463.79,0
13501.0,119,52,1340.32,1
13502.0,106,9,189.16,1
13505.0,23,96,1916.09,0
13506.0,148,26,458.52,1
13508.0,75,12,110.97,0
13509.0,86,28,650.02,1
13510.0,15,38,585.3199999999999,0
13512.0,92,15,251.21,1
13515.0,79,13,203.4,0
13516.0,70,7,146.0,0
13517.0,11,76,1101.86,0
13520.0,16,60,2091.98,0
13523.0,31,102,2369.24,0
13524.0,4,12,247.70000000000002,0
13525.0,79,2,282.88,0
13527.0,33,46,585.64,0
13529.0,36,7,181.1,0
13531.0,36,22,483.8,0
13533.0,14,76,270.79,0
13534.0,18,166,2953.08,0
13538.0,15,10,619.5,0
13539.0,72,21,315.65,0
13544.0,72,49,122.91,0
13546.0,32,27,188.16,0
13548.0,75,61,281.01,0
13549.0,24,28,512.55,0
13551.0,151,4,91.80000000000001,1
13552.0,11,61,2279.09,0
13555.0,33,55,1590.05,0
13557.0,112,16,240.68,1
13561.0,47,14,141.85999999999999,0
13562.0,77,24,603.27,0
13564.0,185,82,1198.38,1
13565.0,166,13,110.17999999999999,1
13568.0,5,44,192.85,0
13569.0,199,24,118.32,1
13570.0,75,27,239.49,0
13571.0,16,78,507.31,0
13572.0,37,33,1384.25,0
13573.0,85,3,31.770000000000003,1
13575.0,8,5,88.55,0
13576.0,7,56,3479.4500000000003,0
13577.0,73,20,356.75,0
13579.0,200,9,164.70000000000002,1
13581.0,141,10,118.0,1
13584.0,138,24,142.4,1
13588.0,86,8,113.30000000000001,1
13589.0,11,9,147.0,0
13590.0,31,39,912.03,0
13591.0,36,38,776.23,0
13592.0,37,13,205.51,0
13593.0,95,63,1022.95,1
13599.0,30,70,2005.66,0
13600.0,143,19,219.52,1
13601.0,42,42,373.2,0
13606.0,75,40,250.42,0
13610.0,19,92,474.37,0
13611.0,2,32,636.72,0
13614.0,162,9,205.75,1
13615.0,150,23,417.69,1
13617.0,12,13,131.10999999999999,0
13618.0,5,13,177.34,0
13623.0,41,64,551.92,0
13626.0,84,19,257.23,1
13627.0,8,64,1027.0,0
13629.0,5,20,3666.0,0
13630.0,2,57,1059.54,0
13631.0,9,6,1530.0,0
13632.0,5,85,814.6,0
13634.0,73,73,625.41,0
13636.0,84,35,541.45,0
13637.0,19,93,684.85,0
13642.0,47,66,354.8,0
13643.0,17,6,87.9,0
13647.0,7,33,803.86,0
13649.0,88,23,346.6,1
13650.0,39,36,745.52,0
13652.0,88,38,638.24,1
13654.0,33,68,1172.84,0
13655.0,73,21,383.65,0
13656.0,168,31,162.70000000000002,1
13657.0,33,9,152.34,0
13658.0,35,32,933.3,0
13659.0,37,104,1573.2,0
13662.0,44,35,532.94,0
13663.0,10,13,189.47,0
13666.0,119,8,64.05,1
13668.0,19,251,4060.88,0
13672.0,133,6,186.39000000000001,1
13675.0,116,15,308.44,1
13680.0,169,70,2391.59,1
13682.0,19,3,59.5,0
13684.0,117,30,67.23,1
13686.0,14,8,72.0,0
13692.0,45,32,871.58,0
13694.0,8,319,32310.9,2
13695.0,2,28,749.54,0
13700.0,8,116,1245.8,0
13703.0,150,1,99.5,1
13705.0,205,10,318.14,1
13706.0,134,20,330.79,1
13707.0,98,48,806.41,1
13708.0,103,51,296.88,1
13709.0,147,31,474.7,1
13711.0,50,13,252.06,0
13712.0,78,10,228.84,0
13715.0,112,105,1079.34,1
13716.0,101,21,138.28,1
13717.0,4,56,754.22,0
13718.0,78,12,306.55,0
13719.0,37,20,338.74,0
13720.0,10,30,552.55,0
13722.0,114,46,1463.47,1
13723.0,48,6,199.85000000000002,0
13725.0,57,88,1751.6,0
13728.0,30,31,493.93,0
13731.0,51,38,610.59,0
13735.0,7,102,1409.69,0
13736.0,92,76,357.53,1
13737.0,31,30,339.59999999999997,0
13740.0,72,23,350.75,0
13741.0,15,20,363.13,0
13742.0,10,256,2449.02,0
13743.0,49,13,353.15999999999997,0
13744.0,124,53,893.16,1
13747.0,205,1,79.6,1
13748.0,64,13,580.85,0
13750.0,3,18,991.19,0
13751.0,119,9,296.25,1
13752.0,16,63,891.53,0
13753.0,119,35,741.26,1
13754.0,149,8,156.0,1
13756.0,15,52,1711.8100000000002,0
13758.0,33,95,2351.52,0
13760.0,88,28,135.09,1
13761.0,11,32,491.71000000000004,0
13762.0,50,7,306.72,0
13764.0,169,69,499.89,1
13767.0,35,212,7241.29,0
13769.0,39,71,1448.01,0
13771.0,31,70,1464.8500000000001,0
13772.0,71,36,228.42,0
13777.0,16,100,11356.32,0
13780.0,2,9,116.28000000000002,0
13781.0,82,17,127.84,0
13782.0,66,45,361.3,0
13784.0,17,17,1028.43,0
13786.0,199,7,230.39999999999998,1
13787.0,196,7,106.4,1
13792.0,119,4,74.60000000000001,1
13798.0,4,213,24221.7,0
13799.0,126,16,341.7,1
13800.0,141,33,558.32,1
13802.0,86,48,3131.06,0
13803.0,87,17,277.07,1
13804.0,121,41,723.63,1
13807.0,198,7,112.6,1
13809.0,137,12,155.05,1
13811.0,15,13,814.5,0
13815.0,4,136,2977.75,0
13817.0,183,9,128.7,1
13819.0,133,36,1140.35,1
13821.0,93,42,270.15,1
13824.0,35,26,1232.98,0
13826.0,8,10,189.5,0
13831.0,32,58,1097.99,0
13835.0,47,21,328.45,0
13837.0,43,19,271.24,0
13838.0,201,52,238.11,1
13841.0,84,1,85.0,1
13842.0,31,112,1828.47,0
13846.0,74,43,663.9300000000001,0
13848.0,129,4,935.0,1
13849.0,2,38,593.5799999999999,0
13851.0,119,17,246.32,1
13854.0,28,71,5159.54,0
13856.0,15,10,219.0,0
13859.0,157,28,201.16,1
13862.0,19,73,1152.51,0
13863.0,79,20,305.78,0
13865.0,18,17,282.52,0
13867.0,49,8,138.85,0
13869.0,94,139,1584.96,0
13870.0,119,34,544.03,1
13871.0,38,118,2395.73,0
13873.0,50,14,230.4,0
13874.0,189,18,540.45,1
13875.0,15,58,1067.88,0
13880.0,18,72,1339.57,0
13881.0,1,82,5218.33,0
13883.0,50,94,1742.78,0
13884.0,109,10,196.25,1
13885.0,21,28,506.8,0
13887.0,35,19,349.55,0
13888.0,50,20,239.52,0
13890.0,190,11,190.35,1
13892.0,78,3,54.519999999999996,0
13893.0,129,21,821.1,1
13894.0,142,10,160.85,1
13898.0,157,12,155.93,1
13899.0,106,15,298.5,1
13900.0,14,43,740.95,0
13901.0,88,34,648.3,1
13904.0,126,17,201.12,1
13908.0,46,52,831.11,0
13911.0,28,106,1703.91,0
13917.0,23,5,65.38,0
13918.0,84,8,198.2,1
13922.0,183,7,172.25,1
13929.0,1,9,842.65,0
13931.0,112,20,378.21000000000004,1
13932.0,126,16,307.4,1
13934.0,95,31,922.1,1
13936.0,11,26,376.58,0
13939.0,143,12,184.5,1
13941.0,3,28,2831.26,0
13946.0,33,9,485.96999999999997,0
13948.0,192,3,102.0,1
13950.0,78,7,179.30999999999997,0
13951.0,7,39,674.45,0
13952.0,49,137,3251.071,0
13953.0,42,3,1750.0,0
13955.0,137,11,205.1,1
13956.0,74,57,293.67,0
13959.0,112,34,337.44,1
13962.0,77,7,117.6,0
13963.0,140,35,664.54,1
13969.0,14,192,1998.46,0
13971.0,10,67,1280.98,0
13972.0,33,9,145.9,0
13973.0,119,11,264.7,1
13975.0,47,128,961.61,0
13976.0,38,10,357.98,0
13982.0,158,52,903.8,1
13983.0,18,76,1681.06,0
13984.0,81,10,717.23,0
13985.0,16,62,1165.3,0
13988.0,32,74,1356.08,0
13989.0,70,23,896.6700000000001,0
13990.0,45,16,311.3,0
13993.0,37,69,1492.82,0
13995.0,77,17,310.45,0
13999.0,11,87,1561.8700000000001,0
14000.0,42,15,635.66,0
14001.0,64,24,1309.14,0
14004.0,5,57,1480.36,0
14005.0,7,22,331.46,0
14006.0,72,20,662.09,0
14009.0,29,42,695.61,0
14012.0,109,11,328.8,1
14013.0,107,8,118.5,1
14016.0,39,116,3364.63,0
14021.0,43,18,501.7,0
14022.0,57,28,440.0,0
14023.0,81,16,273.14,0
14030.0,75,131,1435.02,0
14031.0,27,133,7904.56,0
14032.0,38,83,1535.57,0
14035.0,99,23,700.58,1
14036.0,116,38,626.65,1
14037.0,8,28,147.20000000000002,0
14038.0,39,45,716.32,0
14040.0,15,122,1956.06,0
14041.0,98,21,141.41,1
14044.0,141,55,173.74,1
14045.0,169,5,1251.75,1
14046.0,116,14,154.99,1
14047.0,31,18,635.92,0
14048.0,137,85,409.93,1
14049.0,32,253,3058.46,0
14051.0,5,102,6369.34,0
14056.0,15,508,3695.32,0
14057.0,30,157,2676.5299999999997,0
14059.0,98,8,183.6,1
14060.0,15,100,3395.1,0
14062.0,7,75,5194.67,0
14064.0,43,32,842.16,0
14066.0,98,7,152.55,1
14068.0,151,24,265.85,1
14071.0,92,29,356.81,1
14075.0,92,18,307.92,1
14077.0,14,34,310.4,0
14078.0,16,52,827.91,0
14081.0,133,153,934.52,1
14082.0,196,29,182.25,1
14083.0,31,98,489.47,0
14085.0,6,302,2960.36,0
14088.0,1,186,15388.0,0
14090.0,156,1,76.32000000000001,1
14092.0,2,118,2077.26,0
14099.0,1,148,1725.27,0
14101.0,29,25,4159.389999999999,0
14105.0,70,74,1266.23,0
14107.0,7,90,1836.84,0
14110.0,3,70,2081.2400000000002,0
14111.0,73,2,94.2,0
14112.0,35,71,1152.5,0
14113.0,186,2,433.5,1
14114.0,105,15,386.53,1
14127.0,88,29,452.23,1
14128.0,87,22,305.54,1
14129.0,92,16,358.90000000000003,1
14130.0,150,67,483.86,1
14132.0,15,24,306.86,0
14133.0,147,16,318.0,1
14135.0,18,89,2441.46,0
14142.0,204,22,311.81,1
14145.0,49,4,1128.6,0
14146.0,86,65,1903.73,0
14147.0,117,2,182.8,1
14148.0,65,3,157.2,0
14149.0,52,28,446.62,0
14150.0,191,12,306.18,1
14152.0,65,29,314.51,0
